Entropy/Alpha Feasible Region Boundary
File Size: 4096

Entropy,Alpha
0.982945,51.626744
0.983009,51.642723
0.983073,51.658689
0.983136,51.674641
0.983200,51.690580
0.983263,51.706506
0.983326,51.722418
0.983389,51.738318
0.983452,51.754204
0.983515,51.770077
0.983577,51.785937
0.983640,51.801783
0.983702,51.817617
0.983764,51.833437
0.983825,51.849244
0.983887,51.865038
0.983949,51.880819
0.984010,51.896587
0.984071,51.912342
0.984132,51.928084
0.984193,51.943813
0.984254,51.959529
0.984314,51.975232
0.984374,51.990922
0.984435,52.006599
0.984495,52.022263
0.984555,52.037915
0.984614,52.053553
0.984674,52.069179
0.984733,52.084791
0.984792,52.100391
0.984851,52.115978
0.984910,52.131552
0.984969,52.147113
0.985028,52.162662
0.985086,52.178197
0.985144,52.193721
0.985202,52.209231
0.985260,52.224728
0.985318,52.240213
0.985376,52.255685
0.985433,52.271145
0.985490,52.286592
0.985547,52.302026
0.985604,52.317447
0.985661,52.332856
0.985718,52.348253
0.985775,52.363636
0.985831,52.379008
0.985887,52.394366
0.985943,52.409712
0.985999,52.425046
0.986055,52.440367
0.986110,52.455676
0.986166,52.470972
0.986221,52.486255
0.986276,52.501527
0.986331,52.516785
0.986386,52.532032
0.986441,52.547266
0.986495,52.562487
0.986550,52.577697
0.986604,52.592893
0.986658,52.608078
0.986712,52.623250
0.986766,52.638410
0.986819,52.653558
0.986873,52.668693
0.986926,52.683816
0.986979,52.698927
0.987032,52.714026
0.987085,52.729112
0.987138,52.744186
0.987190,52.759248
0.987243,52.774298
0.987295,52.789335
0.987347,52.804361
0.987399,52.819374
0.987451,52.834376
0.987503,52.849365
0.987554,52.864342
0.987606,52.879307
0.987657,52.894260
0.987708,52.909201
0.987759,52.924130
0.987810,52.939046
0.987861,52.953951
0.987911,52.968844
0.987962,52.983725
0.988012,52.998594
0.988062,53.013451
0.988112,53.028296
0.988162,53.043129
0.988211,53.057951
0.988261,53.072760
0.988310,53.087558
0.988360,53.102343
0.988409,53.117117
0.988458,53.131879
0.988506,53.146629
0.988555,53.161368
0.988604,53.176094
0.988652,53.190809
0.988700,53.205512
0.988749,53.220204
0.988797,53.234883
0.988844,53.249551
0.988892,53.264207
0.988940,53.278852
0.988987,53.293485
0.989035,53.308106
0.989082,53.322716
0.989129,53.337313
0.989176,53.351900
0.989222,53.366474
0.989269,53.381038
0.989316,53.395589
0.989362,53.410129
0.989408,53.424658
0.989454,53.439174
0.989500,53.453680
0.989546,53.468174
0.989592,53.482656
0.989637,53.497127
0.989683,53.511586
0.989728,53.526034
0.989773,53.540471
0.989818,53.554896
0.989863,53.569310
0.989908,53.583712
0.989952,53.598103
0.989997,53.612483
0.990041,53.626851
0.990085,53.641208
0.990130,53.655553
0.990174,53.669888
0.990217,53.684211
0.990261,53.698522
0.990305,53.712823
0.990348,53.727112
0.990391,53.741389
0.990435,53.755656
0.990478,53.769912
0.990521,53.784156
0.990563,53.798389
0.990606,53.812610
0.990649,53.826821
0.990691,53.841021
0.990733,53.855209
0.990775,53.869386
0.990817,53.883552
0.990859,53.897707
0.990901,53.911851
0.990943,53.925984
0.990984,53.940106
0.991026,53.954216
0.991067,53.968316
0.991108,53.982405
0.991149,53.996482
0.991190,54.010549
0.991231,54.024605
0.991272,54.038649
0.991312,54.052683
0.991353,54.066706
0.991393,54.080717
0.991433,54.094718
0.991473,54.108708
0.991513,54.122687
0.991553,54.136656
0.991592,54.150613
0.991632,54.164559
0.991671,54.178495
0.991711,54.192420
0.991750,54.206334
0.991789,54.220237
0.991828,54.234129
0.991867,54.248011
0.991905,54.261882
0.991944,54.275742
0.991982,54.289591
0.992021,54.303430
0.992059,54.317257
0.992097,54.331075
0.992135,54.344881
0.992173,54.358677
0.992211,54.372462
0.992248,54.386236
0.992286,54.400000
0.992323,54.413753
0.992360,54.427496
0.992398,54.441228
0.992435,54.454949
0.992472,54.468660
0.992508,54.482360
0.992545,54.496049
0.992582,54.509728
0.992618,54.523397
0.992654,54.537055
0.992691,54.550702
0.992727,54.564339
0.992763,54.577966
0.992799,54.591582
0.992834,54.605187
0.992870,54.618782
0.992906,54.632367
0.992941,54.645941
0.992976,54.659505
0.993011,54.673058
0.993047,54.686601
0.993082,54.700134
0.993116,54.713656
0.993151,54.727168
0.993186,54.740670
0.993220,54.754161
0.993255,54.767642
0.993289,54.781113
0.993323,54.794573
0.993357,54.808023
0.993391,54.821463
0.993425,54.834892
0.993459,54.848311
0.993492,54.861720
0.993526,54.875119
0.993559,54.888508
0.993593,54.901886
0.993626,54.915254
0.993659,54.928612
0.993692,54.941960
0.993725,54.955298
0.993757,54.968625
0.993790,54.981943
0.993823,54.995250
0.993855,55.008547
0.993887,55.021834
0.993920,55.035111
0.993952,55.048378
0.993984,55.061635
0.994015,55.074882
0.994047,55.088118
0.994079,55.101345
0.994110,55.114562
0.994142,55.127768
0.994173,55.140965
0.994205,55.154152
0.994236,55.167328
0.994267,55.180495
0.994298,55.193652
0.994328,55.206799
0.994359,55.219936
0.994390,55.233063
0.994420,55.246180
0.994451,55.259287
0.994481,55.272385
0.994511,55.285472
0.994541,55.298550
0.994571,55.311617
0.994601,55.324675
0.994631,55.337723
0.994661,55.350762
0.994690,55.363790
0.994720,55.376809
0.994749,55.389818
0.994778,55.402817
0.994807,55.415806
0.994836,55.428786
0.994865,55.441756
0.994894,55.454716
0.994923,55.467666
0.994952,55.480607
0.994980,55.493538
0.995009,55.506459
0.995037,55.519371
0.995065,55.532273
0.995093,55.545166
0.995121,55.558048
0.995149,55.570921
0.995177,55.583785
0.995205,55.596639
0.995233,55.609483
0.995260,55.622318
0.995288,55.635143
0.995315,55.647958
0.995342,55.660764
0.995369,55.673561
0.995397,55.686348
0.995424,55.699125
0.995450,55.711893
0.995477,55.724651
0.995504,55.737400
0.995530,55.750139
0.995557,55.762869
0.995583,55.775590
0.995610,55.788301
0.995636,55.801002
0.995662,55.813695
0.995688,55.826377
0.995714,55.839051
0.995740,55.851715
0.995765,55.864369
0.995791,55.877014
0.995816,55.889650
0.995842,55.902277
0.995867,55.914894
0.995892,55.927501
0.995917,55.940100
0.995943,55.952689
0.995967,55.965269
0.995992,55.977839
0.996017,55.990401
0.996042,56.002953
0.996066,56.015495
0.996091,56.028029
0.996115,56.040553
0.996139,56.053068
0.996164,56.065574
0.996188,56.078070
0.996212,56.090558
0.996236,56.103036
0.996260,56.115505
0.996283,56.127965
0.996307,56.140415
0.996331,56.152857
0.996354,56.165289
0.996377,56.177713
0.996401,56.190127
0.996424,56.202532
0.996447,56.214928
0.996470,56.227314
0.996493,56.239692
0.996516,56.252061
0.996538,56.264420
0.996561,56.276771
0.996584,56.289113
0.996606,56.301445
0.996629,56.313769
0.996651,56.326083
0.996673,56.338388
0.996695,56.350685
0.996717,56.362972
0.996739,56.375251
0.996761,56.387521
0.996783,56.399781
0.996804,56.412033
0.996826,56.424276
0.996847,56.436509
0.996869,56.448734
0.996890,56.460950
0.996911,56.473157
0.996933,56.485356
0.996954,56.497545
0.996975,56.509726
0.996996,56.521897
0.997016,56.534060
0.997037,56.546214
0.997058,56.558359
0.997078,56.570495
0.997099,56.582623
0.997119,56.594742
0.997139,56.606852
0.997160,56.618953
0.997180,56.631045
0.997200,56.643129
0.997220,56.655204
0.997240,56.667270
0.997259,56.679327
0.997279,56.691376
0.997299,56.703416
0.997318,56.715447
0.997338,56.727470
0.997357,56.739484
0.997376,56.751489
0.997395,56.763485
0.997415,56.775473
0.997434,56.787453
0.997452,56.799423
0.997471,56.811385
0.997490,56.823339
0.997509,56.835284
0.997527,56.847220
0.997546,56.859147
0.997564,56.871066
0.997583,56.882977
0.997601,56.894879
0.997619,56.906772
0.997637,56.918657
0.997655,56.930533
0.997673,56.942401
0.997691,56.954260
0.997709,56.966111
0.997727,56.977953
0.997744,56.989787
0.997762,57.001612
0.997779,57.013429
0.997797,57.025237
0.997814,57.037037
0.997831,57.048828
0.997849,57.060611
0.997866,57.072386
0.997883,57.084152
0.997900,57.095910
0.997916,57.107659
0.997933,57.119400
0.997950,57.131133
0.997966,57.142857
0.997983,57.154573
0.997999,57.166281
0.998016,57.177980
0.998032,57.189671
0.998048,57.201353
0.998064,57.213027
0.998081,57.224693
0.998097,57.236351
0.998112,57.248000
0.998128,57.259641
0.998144,57.271274
0.998160,57.282898
0.998175,57.294514
0.998191,57.306122
0.998206,57.317722
0.998222,57.329314
0.998237,57.340897
0.998252,57.352472
0.998267,57.364039
0.998282,57.375598
0.998297,57.387148
0.998312,57.398690
0.998327,57.410225
0.998342,57.421751
0.998357,57.433269
0.998371,57.444778
0.998386,57.456280
0.998400,57.467773
0.998415,57.479259
0.998429,57.490736
0.998443,57.502205
0.998457,57.513666
0.998471,57.525119
0.998485,57.536564
0.998499,57.548001
0.998513,57.559429
0.998527,57.570850
0.998541,57.582263
0.998554,57.593668
0.998568,57.605064
0.998581,57.616453
0.998595,57.627833
0.998608,57.639206
0.998622,57.650571
0.998635,57.661927
0.998648,57.673276
0.998661,57.684617
0.998674,57.695950
0.998687,57.707274
0.998700,57.718591
0.998713,57.729900
0.998725,57.741201
0.998738,57.752494
0.998750,57.763780
0.998763,57.775057
0.998775,57.786326
0.998788,57.797588
0.998800,57.808842
0.998812,57.820087
0.998824,57.831325
0.998836,57.842555
0.998848,57.853778
0.998860,57.864992
0.998872,57.876199
0.998884,57.887398
0.998896,57.898589
0.998907,57.909772
0.998919,57.920947
0.998931,57.932115
0.998942,57.943275
0.998953,57.954427
0.998965,57.965571
0.998976,57.976708
0.998987,57.987837
0.998998,57.998958
0.999009,58.010071
0.999020,58.021177
0.999031,58.032275
0.999042,58.043365
0.999053,58.054448
0.999063,58.065523
0.999074,58.076590
0.999085,58.087649
0.999095,58.098701
0.999106,58.109746
0.999116,58.120782
0.999126,58.131811
0.999137,58.142832
0.999147,58.153846
0.999157,58.164852
0.999167,58.175851
0.999177,58.186842
0.999187,58.197825
0.999196,58.208801
0.999206,58.219769
0.999216,58.230729
0.999226,58.241682
0.999235,58.252628
0.999245,58.263566
0.999254,58.274496
0.999263,58.285419
0.999273,58.296335
0.999282,58.307242
0.999291,58.318143
0.999300,58.329036
0.999309,58.339921
0.999318,58.350799
0.999327,58.361669
0.999336,58.372532
0.999345,58.383388
0.999354,58.394236
0.999362,58.405076
0.999371,58.415909
0.999379,58.426735
0.999388,58.437554
0.999396,58.448364
0.999405,58.459168
0.999413,58.469964
0.999421,58.480753
0.999429,58.491534
0.999437,58.502308
0.999445,58.513075
0.999453,58.523834
0.999461,58.534586
0.999469,58.545330
0.999477,58.556068
0.999485,58.566797
0.999492,58.577520
0.999500,58.588235
0.999507,58.598943
0.999515,58.609644
0.999522,58.620337
0.999530,58.631023
0.999537,58.641702
0.999544,58.652374
0.999551,58.663038
0.999558,58.673695
0.999565,58.684345
0.999572,58.694987
0.999579,58.705623
0.999586,58.716251
0.999593,58.726871
0.999600,58.737485
0.999606,58.748092
0.999613,58.758691
0.999620,58.769283
0.999626,58.779868
0.999632,58.790446
0.999639,58.801016
0.999645,58.811579
0.999651,58.822136
0.999658,58.832685
0.999664,58.843227
0.999670,58.853762
0.999676,58.864289
0.999682,58.874810
0.999688,58.885323
0.999694,58.895830
0.999699,58.906329
0.999705,58.916821
0.999711,58.927306
0.999716,58.937785
0.999722,58.948256
0.999727,58.958719
0.999733,58.969176
0.999738,58.979626
0.999744,58.990069
0.999749,59.000505
0.999754,59.010934
0.999759,59.021355
0.999764,59.031770
0.999769,59.042178
0.999774,59.052579
0.999779,59.062972
0.999784,59.073359
0.999789,59.083739
0.999794,59.094112
0.999798,59.104478
0.999803,59.114837
0.999807,59.125189
0.999812,59.135534
0.999816,59.145872
0.999821,59.156203
0.999825,59.166527
0.999829,59.176845
0.999834,59.187155
0.999838,59.197459
0.999842,59.207755
0.999846,59.218045
0.999850,59.228328
0.999854,59.238604
0.999858,59.248873
0.999862,59.259136
0.999866,59.269391
0.999869,59.279640
0.999873,59.289882
0.999877,59.300117
0.999880,59.310345
0.999884,59.320566
0.999887,59.330781
0.999891,59.340989
0.999894,59.351189
0.999897,59.361384
0.999900,59.371571
0.999904,59.381752
0.999907,59.391926
0.999910,59.402093
0.999913,59.412253
0.999916,59.422407
0.999919,59.432554
0.999922,59.442694
0.999925,59.452827
0.999927,59.462954
0.999930,59.473074
0.999933,59.483187
0.999935,59.493294
0.999938,59.503393
0.999940,59.513487
0.999943,59.523573
0.999945,59.533653
0.999947,59.543726
0.999950,59.553793
0.999952,59.563853
0.999954,59.573906
0.999956,59.583952
0.999958,59.593992
0.999960,59.604026
0.999962,59.614052
0.999964,59.624073
0.999966,59.634086
0.999968,59.644093
0.999970,59.654093
0.999972,59.664087
0.999973,59.674074
0.999975,59.684055
0.999976,59.694029
0.999978,59.703996
0.999979,59.713957
0.999981,59.723911
0.999982,59.733859
0.999983,59.743800
0.999985,59.753735
0.999986,59.763663
0.999987,59.773585
0.999988,59.783500
0.999989,59.793409
0.999990,59.803311
0.999991,59.813207
0.999992,59.823096
0.999993,59.832979
0.999994,59.842855
0.999995,59.852725
0.999995,59.862588
0.999996,59.872445
0.999996,59.882295
0.999997,59.892139
0.999998,59.901977
0.999998,59.911808
0.999998,59.921633
0.999999,59.931451
0.999999,59.941263
0.999999,59.951068
1.000000,59.960867
1.000000,59.970660
1.000000,59.980446
1.000000,59.990226
1.000000,60.000000
0.630930,90.000000
0.634456,89.956033
0.637364,89.912109
0.640036,89.868228
0.642554,89.824390
0.644959,89.780595
0.647272,89.736842
0.649509,89.693132
0.651680,89.649464
0.653794,89.605839
0.655857,89.562257
0.657873,89.518717
0.659848,89.475219
0.661784,89.431763
0.663684,89.388350
0.665551,89.344978
0.667387,89.301649
0.669194,89.258362
0.670974,89.215116
0.672727,89.171913
0.674456,89.128751
0.676161,89.085631
0.677844,89.042553
0.679505,88.999517
0.681146,88.956522
0.682768,88.913568
0.684370,88.870656
0.685954,88.827786
0.687520,88.784957
0.689070,88.742169
0.690603,88.699422
0.692120,88.656716
0.693622,88.614052
0.695109,88.571429
0.696581,88.528846
0.698040,88.486305
0.699484,88.443804
0.700916,88.401344
0.702334,88.358925
0.703740,88.316547
0.705133,88.274209
0.706515,88.231912
0.707885,88.189655
0.709243,88.147439
0.710590,88.105263
0.711926,88.063128
0.713251,88.021033
0.714566,87.978978
0.715870,87.936963
0.717164,87.894988
0.718449,87.853053
0.719724,87.811159
0.720989,87.769304
0.722245,87.727489
0.723492,87.685714
0.724729,87.643979
0.725958,87.602284
0.727178,87.560628
0.728390,87.519011
0.729593,87.477435
0.730788,87.435897
0.731975,87.394400
0.733154,87.352941
0.734325,87.311522
0.735488,87.270142
0.736644,87.228802
0.737792,87.187500
0.738932,87.146238
0.740066,87.105014
0.741192,87.063830
0.742311,87.022684
0.743423,86.981578
0.744528,86.940510
0.745627,86.899481
0.746718,86.858491
0.747803,86.817539
0.748882,86.776626
0.749954,86.735751
0.751019,86.694915
0.752079,86.654118
0.753132,86.613358
0.754179,86.572638
0.755220,86.531955
0.756255,86.491310
0.757284,86.450704
0.758307,86.410136
0.759324,86.369606
0.760336,86.329114
0.761342,86.288660
0.762343,86.248244
0.763337,86.207865
0.764327,86.167525
0.765311,86.127222
0.766290,86.086957
0.767263,86.046729
0.768231,86.006539
0.769194,85.966387
0.770152,85.926272
0.771105,85.886194
0.772053,85.846154
0.772996,85.806151
0.773933,85.766185
0.774866,85.726257
0.775795,85.686366
0.776718,85.646512
0.777637,85.606695
0.778551,85.566914
0.779460,85.527171
0.780365,85.487465
0.781265,85.447796
0.782161,85.408163
0.783052,85.368567
0.783939,85.329008
0.784821,85.289486
0.785699,85.250000
0.786573,85.210551
0.787442,85.171138
0.788308,85.131761
0.789169,85.092421
0.790026,85.053118
0.790878,85.013850
0.791727,84.974619
0.792571,84.935424
0.793412,84.896266
0.794249,84.857143
0.795081,84.818056
0.795910,84.779006
0.796735,84.739991
0.797556,84.701012
0.798373,84.662069
0.799186,84.623162
0.799996,84.584290
0.800801,84.545455
0.801603,84.506654
0.802402,84.467890
0.803196,84.429161
0.803988,84.390467
0.804775,84.351809
0.805559,84.313187
0.806339,84.274600
0.807116,84.236048
0.807890,84.197531
0.808659,84.159049
0.809426,84.120603
0.810189,84.082192
0.810949,84.043816
0.811705,84.005474
0.812458,83.967168
0.813207,83.928897
0.813954,83.890661
0.814697,83.852459
0.815437,83.814292
0.816173,83.776160
0.816907,83.738063
0.817637,83.700000
0.818364,83.661972
0.819088,83.623978
0.819808,83.586019
0.820526,83.548094
0.821241,83.510204
0.821952,83.472348
0.822661,83.434527
0.823366,83.396739
0.824069,83.358986
0.824768,83.321267
0.825465,83.283582
0.826158,83.245931
0.826849,83.208315
0.827537,83.170732
0.828222,83.133183
0.828904,83.095668
0.829583,83.058187
0.830260,83.020739
0.830933,82.983326
0.831604,82.945946
0.832272,82.908600
0.832937,82.871287
0.833600,82.834008
0.834259,82.796763
0.834917,82.759551
0.835571,82.722372
0.836223,82.685227
0.836872,82.648115
0.837518,82.611036
0.838162,82.573991
0.838803,82.536979
0.839442,82.500000
0.840078,82.463054
0.840711,82.426141
0.841342,82.389262
0.841970,82.352415
0.842596,82.315601
0.843219,82.278820
0.843840,82.242072
0.844459,82.205357
0.845074,82.168675
0.845688,82.132025
0.846299,82.095408
0.846907,82.058824
0.847514,82.022272
0.848117,81.985752
0.848719,81.949266
0.849318,81.912811
0.849914,81.876390
0.850509,81.840000
0.851101,81.803643
0.851690,81.767318
0.852278,81.731025
0.852863,81.694765
0.853446,81.658537
0.854026,81.622340
0.854604,81.586176
0.855180,81.550044
0.855754,81.513944
0.856326,81.477876
0.856895,81.441840
0.857462,81.405836
0.858027,81.369863
0.858590,81.333922
0.859151,81.298013
0.859709,81.262136
0.860266,81.226290
0.860820,81.190476
0.861372,81.154694
0.861922,81.118943
0.862470,81.083223
0.863016,81.047535
0.863559,81.011879
0.864101,80.976253
0.864641,80.940659
0.865178,80.905097
0.865714,80.869565
0.866247,80.834065
0.866779,80.798596
0.867308,80.763158
0.867836,80.727751
0.868361,80.692375
0.868885,80.657030
0.869406,80.621716
0.869926,80.586433
0.870443,80.551181
0.870959,80.515960
0.871473,80.480769
0.871985,80.445609
0.872495,80.410480
0.873003,80.375382
0.873509,80.340314
0.874013,80.305277
0.874516,80.270270
0.875016,80.235294
0.875515,80.200348
0.876012,80.165433
0.876507,80.130548
0.877000,80.095694
0.877492,80.060870
0.877981,80.026076
0.878469,79.991312
0.878955,79.956578
0.879439,79.921875
0.879921,79.887202
0.880402,79.852559
0.880881,79.817945
0.881358,79.783362
0.881833,79.748809
0.882307,79.714286
0.882779,79.679792
0.883249,79.645329
0.883717,79.610895
0.884184,79.576491
0.884649,79.542117
0.885113,79.507772
0.885574,79.473457
0.886034,79.439172
0.886493,79.404916
0.886949,79.370690
0.887404,79.336493
0.887857,79.302326
0.888309,79.268188
0.888759,79.234079
0.889208,79.200000
0.889655,79.165950
0.890100,79.131930
0.890543,79.097938
0.890985,79.063976
0.891426,79.030043
0.891865,78.996139
0.892302,78.962264
0.892737,78.928418
0.893172,78.894602
0.893604,78.860814
0.894035,78.827055
0.894465,78.793325
0.894893,78.759624
0.895319,78.725951
0.895744,78.692308
0.896167,78.658693
0.896589,78.625107
0.897009,78.591549
0.897428,78.558020
0.897845,78.524520
0.898261,78.491049
0.898676,78.457605
0.899088,78.424191
0.899500,78.390805
0.899910,78.357447
0.900318,78.324117
0.900725,78.290816
0.901131,78.257544
0.901535,78.224299
0.901938,78.191083
0.902339,78.157895
0.902739,78.124735
0.903137,78.091603
0.903534,78.058499
0.903930,78.025424
0.904324,77.992376
0.904717,77.959356
0.905109,77.926365
0.905499,77.893401
0.905887,77.860465
0.906275,77.827557
0.906661,77.794677
0.907045,77.761824
0.907429,77.729000
0.907810,77.696203
0.908191,77.663433
0.908570,77.630691
0.908948,77.597977
0.909325,77.565291
0.909700,77.532632
0.910074,77.500000
0.910446,77.467396
0.910818,77.434819
0.911187,77.402270
0.911556,77.369748
0.911924,77.337253
0.912290,77.304786
0.912654,77.272346
0.913018,77.239933
0.913380,77.207547
0.913741,77.175189
0.914101,77.142857
0.914459,77.110553
0.914817,77.078275
0.915173,77.046025
0.915527,77.013802
0.915881,76.981605
0.916233,76.949436
0.916584,76.917293
0.916934,76.885177
0.917282,76.853088
0.917630,76.821026
0.917976,76.788991
0.918321,76.756982
0.918664,76.725000
0.919007,76.693045
0.919348,76.661116
0.919688,76.629213
0.920027,76.597338
0.920365,76.565489
0.920702,76.533666
0.921037,76.501870
0.921371,76.470100
0.921704,76.438356
0.922036,76.406639
0.922367,76.374948
0.922697,76.343284
0.923025,76.311645
0.923352,76.280033
0.923679,76.248447
0.924004,76.216887
0.924328,76.185354
0.924650,76.153846
0.924972,76.122365
0.925293,76.090909
0.925612,76.059480
0.925930,76.028076
0.926247,75.996698
0.926564,75.965347
0.926879,75.934021
0.927192,75.902721
0.927505,75.871446
0.927817,75.840198
0.928128,75.808975
0.928437,75.777778
0.928746,75.746606
0.929053,75.715461
0.929360,75.684340
0.929665,75.653246
0.929969,75.622177
0.930272,75.591133
0.930574,75.560115
0.930875,75.529122
0.931176,75.498155
0.931474,75.467213
0.931772,75.436297
0.932069,75.405405
0.932365,75.374540
0.932660,75.343699
0.932954,75.312883
0.933247,75.282093
0.933539,75.251328
0.933829,75.220588
0.934119,75.189873
0.934408,75.159184
0.934696,75.128519
0.934982,75.097879
0.935268,75.067265
0.935553,75.036675
0.935837,75.006110
0.936119,74.975570
0.936401,74.945055
0.936682,74.914565
0.936962,74.884099
0.937241,74.853659
0.937519,74.823243
0.937796,74.792851
0.938072,74.762485
0.938347,74.732143
0.938621,74.701826
0.938894,74.671533
0.939166,74.641265
0.939437,74.611021
0.939707,74.580802
0.939977,74.550607
0.940245,74.520437
0.940513,74.490291
0.940779,74.460170
0.941045,74.430073
0.941309,74.400000
0.941573,74.369952
0.941836,74.339927
0.942098,74.309927
0.942359,74.279952
0.942619,74.250000
0.942878,74.220073
0.943137,74.190169
0.943394,74.160290
0.943650,74.130435
0.943906,74.100604
0.944161,74.070796
0.944414,74.041013
0.944667,74.011254
0.944919,73.981519
0.945171,73.951807
0.945421,73.922120
0.945670,73.892456
0.945919,73.862816
0.946166,73.833200
0.946413,73.803607
0.946659,73.774038
0.946904,73.744493
0.947148,73.714972
0.947392,73.685474
0.947634,73.656000
0.947876,73.626549
0.948117,73.597122
0.948357,73.567719
0.948596,73.538339
0.948834,73.508982
0.949072,73.479649
0.949308,73.450339
0.949544,73.421053
0.949779,73.391790
0.950013,73.362550
0.950246,73.333333
0.950479,73.304140
0.950710,73.274970
0.950941,73.245823
0.951171,73.216700
0.951400,73.187599
0.951629,73.158522
0.951857,73.129468
0.952083,73.100437
0.952309,73.071429
0.952535,73.042443
0.952759,73.013481
0.952983,72.984542
0.953205,72.955626
0.953427,72.926733
0.953649,72.897862
0.953869,72.869015
0.954089,72.840190
0.954308,72.811388
0.954526,72.782609
0.954743,72.753852
0.954960,72.725118
0.955176,72.696407
0.955391,72.667719
0.955605,72.639053
0.955819,72.610410
0.956031,72.581790
0.956243,72.553191
0.956455,72.524616
0.956665,72.496063
0.956875,72.467532
0.957084,72.439024
0.957292,72.410539
0.957500,72.382075
0.957706,72.353635
0.957913,72.325216
0.958118,72.296820
0.958322,72.268446
0.958526,72.240094
0.958729,72.211765
0.958932,72.183457
0.959133,72.155172
0.959334,72.126910
0.959535,72.098669
0.959734,72.070450
0.959933,72.042254
0.960131,72.014079
0.960328,71.985927
0.960525,71.957796
0.960721,71.929688
0.960916,71.901601
0.961111,71.873536
0.961304,71.845494
0.961498,71.817473
0.961690,71.789474
0.961882,71.761496
0.962073,71.733541
0.962263,71.705607
0.962453,71.677696
0.962642,71.649805
0.962830,71.621937
0.963018,71.594090
0.963205,71.566265
0.963391,71.538462
0.963576,71.510680
0.963761,71.482919
0.963946,71.455180
0.964129,71.427463
0.964312,71.399767
0.964494,71.372093
0.964676,71.344440
0.964857,71.316809
0.965037,71.289199
0.965217,71.261610
0.965395,71.234043
0.965574,71.206497
0.965751,71.178972
0.965928,71.151468
0.966105,71.123986
0.966280,71.096525
0.966455,71.069085
0.966630,71.041667
0.966803,71.014269
0.966976,70.986893
0.967149,70.959538
0.967321,70.932203
0.967492,70.904890
0.967662,70.877598
0.967832,70.850327
0.968002,70.823077
0.968170,70.795848
0.968338,70.768640
0.968506,70.741452
0.968672,70.714286
0.968839,70.687140
0.969004,70.660015
0.969169,70.632911
0.969333,70.605828
0.969497,70.578766
0.969660,70.551724
0.969823,70.524703
0.969985,70.497703
0.970146,70.470723
0.970307,70.443764
0.970467,70.416826
0.970626,70.389908
0.970785,70.363011
0.970943,70.336134
0.971101,70.309278
0.971258,70.282443
0.971414,70.255628
0.971570,70.228833
0.971726,70.202059
0.971880,70.175305
0.972034,70.148571
0.972188,70.121858
0.972341,70.095166
0.972493,70.068493
0.972645,70.041841
0.972796,70.015209
0.972947,69.988597
0.973097,69.962006
0.973247,69.935435
0.973396,69.908884
0.973544,69.882353
0.973692,69.855842
0.973839,69.829352
0.973986,69.802881
0.974132,69.776430
0.974277,69.750000
0.974422,69.723590
0.974567,69.697199
0.974710,69.670829
0.974854,69.644478
0.974997,69.618147
0.975139,69.591837
0.975280,69.565546
0.975421,69.539275
0.975562,69.513024
0.975702,69.486792
0.975842,69.460581
0.975980,69.434389
0.976119,69.408217
0.976257,69.382065
0.976394,69.355932
0.976531,69.329819
0.976667,69.303726
0.976803,69.277652
0.976938,69.251598
0.977072,69.225564
0.977207,69.199549
0.977340,69.173554
0.977473,69.147578
0.977606,69.121622
0.977738,69.095685
0.977869,69.069767
0.978000,69.043870
0.978131,69.017991
0.978260,68.992132
0.978390,68.966292
0.978519,68.940472
0.978647,68.914671
0.978775,68.888889
0.978902,68.863126
0.979029,68.837383
0.979156,68.811659
0.979281,68.785954
0.979407,68.760269
0.979531,68.734602
0.979656,68.708955
0.979780,68.683327
0.979903,68.657718
0.980026,68.632128
0.980148,68.606557
0.980270,68.581006
0.980391,68.555473
0.980512,68.529959
0.980632,68.504464
0.980752,68.478988
0.980872,68.453532
0.980990,68.428094
0.981109,68.402675
0.981227,68.377274
0.981344,68.351893
0.981461,68.326531
0.981577,68.301187
0.981693,68.275862
0.981809,68.250556
0.981924,68.225269
0.982038,68.200000
0.982152,68.174750
0.982266,68.149519
0.982379,68.124306
0.982492,68.099112
0.982604,68.073937
0.982716,68.048780
0.982827,68.023642
0.982938,67.998523
0.983048,67.973422
0.983158,67.948339
0.983267,67.923276
0.983376,67.898230
0.983485,67.873203
0.983592,67.848195
0.983700,67.823204
0.983807,67.798233
0.983914,67.773279
0.984020,67.748344
0.984126,67.723428
0.984231,67.698529
0.984336,67.673649
0.984440,67.648788
0.984544,67.623944
0.984647,67.599119
0.984750,67.574312
0.984853,67.549523
0.984955,67.524752
0.985057,67.500000
0.985158,67.475266
0.985259,67.450549
0.985359,67.425851
0.985459,67.401171
0.985559,67.376509
0.985658,67.351865
0.985756,67.327239
0.985855,67.302632
0.985952,67.278042
0.986050,67.253470
0.986147,67.228916
0.986243,67.204380
0.986339,67.179861
0.986435,67.155361
0.986530,67.130879
0.986625,67.106414
0.986719,67.081967
0.986813,67.057538
0.986906,67.033127
0.986999,67.008734
0.987092,66.984358
0.987184,66.960000
0.987276,66.935660
0.987368,66.911337
0.987459,66.887032
0.987549,66.862745
0.987639,66.838475
0.987729,66.814224
0.987818,66.789989
0.987907,66.765772
0.987996,66.741573
0.988084,66.717391
0.988172,66.693227
0.988259,66.669080
0.988346,66.644951
0.988432,66.620839
0.988519,66.596745
0.988604,66.572668
0.988690,66.548609
0.988774,66.524566
0.988859,66.500542
0.988943,66.476534
