                                          sch ; REFF Data file type 
           6023           5651                ; REFF Data file dimensions 
           1.00           1.00                ; REFF Post Spacing
           0.00           0.00                ; REFF Starting corner position (s,c)
    -15.0000000    144.0000000    180.0000000 ; REFF Peg position (WGS-84)
 
 
                                          sch ; SRCH Data file type 
           5942           5651                ; SRCH Data file dimensions 
           1.00           1.00                ; SRCH Post Spacing
       -3000.00        3200.00                ; SRCH Starting corner position (s,c)
    -15.0000000    144.0000000    180.0000000 ; SRCH Peg position (WGS-84)
 
 
      68.00   3267.00     0.000   3093.00     81.00     0.000   14.00   25.00  1.9795  4.1581 22.5834 -4.2484
      68.00   3523.00     0.000   3089.00    305.00     0.000  -18.00   21.00  2.8471  1.3093  9.6668 -3.2512
      68.00   3779.00     0.000   3070.00    598.00     0.000   19.00    2.00  4.6847  0.5609  0.3231 -0.2760
      68.00   3907.00     0.000   3051.00    686.00     0.000  -21.00  -17.00  2.8277  0.2041  3.5642 -0.2050
      68.00   4035.00     0.000   3042.00    802.00     0.000  -33.00  -26.00  1.5379  5.0870  4.8621 -3.5005
      68.00   4291.00     0.000   3058.00   1082.00     0.000   -9.00  -10.00  1.9812  4.1216  1.8802 -1.1707
      68.00   4419.00     0.000   3053.00   1210.00     0.000   -9.00  -15.00  4.0269  0.2058  0.6752  0.1612
      68.00   4547.00     0.000   3062.00   1337.00     0.000  -10.00   -6.00  3.0358  6.3918 18.4348-10.4584
      68.00   4803.00     0.000   3047.00   1625.00     0.000   22.00  -21.00  9.1464  0.0697  0.0566  0.0007
      68.00   4931.00     0.000   3087.00   1719.00     0.000  -12.00   19.00  3.2724  1.2949  1.9618  1.1192
      68.00   5059.00     0.000   3080.00   1892.00     0.000   33.00   12.00  2.7177  0.6843  0.6831 -0.3678
      68.00   5315.00     0.000   3086.00   2106.00     0.000   -9.00   18.00  3.0250  0.1412  1.6031  0.2870
      68.00   5443.00     0.000   3066.00   2241.00     0.000   -2.00   -2.00  3.9322968.5904258.8174********
      68.00   5571.00     0.000   3084.00   2403.00     0.000   32.00   16.00  1.7584  3.9819 23.8172 -0.8643
     580.00   3267.00     0.000   3613.00     71.00     0.000    4.00   33.00  2.5701  0.9379 18.8204 -0.7428
     580.00   3395.00     0.000   3590.00    191.00     0.000   -4.00   10.00  2.3615  0.4386  0.6363 -0.1630
     580.00   3779.00     0.000   3604.00    566.00     0.000  -13.00   24.00  1.8036  0.0270  0.1734 -0.0410
     580.00   3907.00     0.000   3579.00    701.00     0.000   -6.00   -1.00  1.9543  0.2665  0.1512  0.1184
     580.00   4035.00     0.000   3551.00    846.00     0.000   11.00  -29.00  3.7572  0.0128  0.0263 -0.0129
     580.00   4163.00     0.000   3552.00    978.00     0.000   15.00  -28.00  7.7835  0.0454  0.0755 -0.0494
     580.00   4291.00     0.000   3557.00   1105.00     0.000   14.00  -23.00 12.9083  0.0067  0.0183 -0.0064
     580.00   4419.00     0.000   3561.00   1233.00     0.000   14.00  -19.00  5.1539  0.0211  0.0307 -0.0182
     580.00   4547.00     0.000   3565.00   1361.00     0.000   14.00  -15.00  5.7229  0.1282  0.1365 -0.1102
     580.00   4675.00     0.000   3564.00   1495.00     0.000   20.00  -16.00  6.6631  0.0309  0.0403 -0.0274
     580.00   4803.00     0.000   3573.00   1618.00     0.000   15.00   -7.00  5.2611  0.0259  0.0932 -0.0434
     580.00   4931.00     0.000   3593.00   1731.00     0.000    0.00   13.00  6.1546  0.0124  0.0194 -0.0080
     580.00   5059.00     0.000   3596.00   1860.00     0.000    1.00   16.00  5.4909  0.0808  0.2585 -0.1305
     580.00   5187.00     0.000   3595.00   1993.00     0.000    6.00   15.00  7.0536  0.0572  0.0651 -0.0501
     580.00   5315.00     0.000   3607.00   2100.00     0.000  -15.00   27.00  2.3522  0.8500  1.1148  0.2683
    1092.00   3523.00     0.000   4061.00    319.00     0.000   -4.00  -31.00  6.9403  0.0179  0.0507 -0.0172
    1092.00   3651.00     0.000   4093.00    485.00     0.000   34.00    1.00  1.2988  0.2727  0.0250 -0.0506
    1092.00   3779.00     0.000   4058.00    583.00     0.000    4.00  -34.00  3.5488  0.0728  0.0580 -0.0570
    1092.00   3907.00     0.000   4069.00    705.00     0.000   -2.00  -23.00 15.2951  0.0072  0.0140 -0.0071
    1092.00   4035.00     0.000   4068.00    838.00     0.000    3.00  -24.00  5.8523  0.1156  0.1439 -0.1225
    1092.00   4163.00     0.000   4074.00    964.00     0.000    1.00  -18.00  7.1357  0.0478  0.0559 -0.0406
    1092.00   4291.00     0.000   4075.00   1095.00     0.000    4.00  -17.00  4.0770  0.5997  0.8377 -0.6772
    1092.00   4419.00     0.000   4079.00   1222.00     0.000    3.00  -13.00  7.1640  0.0643  0.1097 -0.0755
    1092.00   4547.00     0.000   4083.00   1350.00     0.000    3.00   -9.00  8.5882  0.0080  0.0134 -0.0050
    1092.00   4675.00     0.000   4086.00   1479.00     0.000    4.00   -6.00 11.9503  0.0076  0.0096 -0.0058
    1092.00   4803.00     0.000   4089.00   1608.00     0.000    5.00   -3.00  6.2296  0.0362  0.0672 -0.0374
    1092.00   4931.00     0.000   4093.00   1736.00     0.000    5.00    1.00  4.8129  0.0722  0.1338 -0.0806
    1092.00   5059.00     0.000   4106.00   1855.00     0.000   -4.00   14.00  4.2449  0.1468  0.3620 -0.1677
    1092.00   5187.00     0.000   4111.00   1981.00     0.000   -6.00   19.00  5.1620  0.1383  0.2623 -0.1550
    1092.00   5315.00     0.000   4086.00   2136.00     0.000   21.00   -6.00  1.4130  0.0118  0.0492 -0.0193
    1092.00   5443.00     0.000   4104.00   2253.00     0.000   10.00   12.00  1.3449  0.1652  0.6004 -0.2531
    1092.00   5571.00     0.000   4058.00   2353.00     0.000  -18.00  -34.00  2.4257  0.1756  0.3278  0.0244
    1604.00   3395.00     0.000   4589.00    169.00     0.000  -26.00  -15.00  8.4577  0.0189  0.0507 -0.0250
    1604.00   3523.00     0.000   4579.00    309.00     0.000  -14.00  -25.00  6.6670  0.1337  0.2626 -0.1812
    1604.00   3651.00     0.000   4580.00    439.00     0.000  -12.00  -24.00  6.5883  0.0123  0.0192 -0.0114
    1604.00   3779.00     0.000   4584.00    567.00     0.000  -12.00  -20.00 16.1753  0.0076  0.0100 -0.0050
    1604.00   3907.00     0.000   4589.00    694.00     0.000  -13.00  -15.00  9.1081  0.0482  0.0773 -0.0464
    1604.00   4035.00     0.000   4590.00    824.00     0.000  -11.00  -14.00 17.1619  0.0070  0.0162 -0.0083
    1604.00   4163.00     0.000   4593.00    952.00     0.000  -11.00  -11.00 11.2055  0.0499  0.0632 -0.0499
    1604.00   4291.00     0.000   4597.00   1080.00     0.000  -11.00   -7.00 20.0044  0.0029  0.0050 -0.0022
    1604.00   4419.00     0.000   4601.00   1207.00     0.000  -12.00   -3.00 10.8317  0.0292  0.0336 -0.0238
    1604.00   4547.00     0.000   4601.00   1338.00     0.000   -9.00   -3.00 11.2495  0.0096  0.0178 -0.0103
    1604.00   4675.00     0.000   4605.00   1465.00     0.000  -10.00    1.00 12.1586  0.0083  0.0131 -0.0063
    1604.00   4803.00     0.000   4614.00   1589.00     0.000  -14.00   10.00  5.7658  0.0328  0.0349 -0.0197
    1604.00   4931.00     0.000   4609.00   1724.00     0.000   -7.00    5.00  3.0605  0.0463  0.0702 -0.0474
    1604.00   5059.00     0.000   4595.00   1868.00     0.000    9.00   -9.00  2.4109  0.0014  0.0028 -0.0011
    1604.00   5187.00     0.000   4614.00   1980.00     0.000   -7.00   10.00  3.2226  0.1227  0.3547 -0.1493
    1604.00   5315.00     0.000   4609.00   2117.00     0.000    2.00    5.00  1.8988  0.0621  0.1236 -0.0837
    1604.00   5571.00     0.000   4601.00   2395.00     0.000   24.00   -3.00  1.3556  3.2070  1.3140  0.3482
    2116.00   3395.00     0.000   5102.00    167.00     0.000  -28.00  -14.00 10.7864  0.0224  0.0311 -0.0214
    2116.00   3523.00     0.000   5105.00    295.00     0.000  -28.00  -11.00 13.9107  0.0080  0.0111 -0.0068
    2116.00   3651.00     0.000   5105.00    426.00     0.000  -25.00  -11.00 13.5724  0.0177  0.0266 -0.0170
    2116.00   3779.00     0.000   5107.00    555.00     0.000  -24.00   -9.00 10.2597  0.0801  0.0593 -0.0623
    2116.00   3907.00     0.000   5112.00    681.00     0.000  -26.00   -4.00 12.5695  0.0064  0.0096 -0.0055
    2116.00   4035.00     0.000   5113.00    811.00     0.000  -24.00   -3.00  7.5351  0.0393  0.0586 -0.0392
    2116.00   4163.00     0.000   5114.00    941.00     0.000  -22.00   -2.00 12.8416  0.0179  0.0212 -0.0154
    2116.00   4291.00     0.000   5113.00   1072.00     0.000  -19.00   -3.00  7.4321  0.0260  0.0590 -0.0317
    2116.00   4419.00     0.000   5117.00   1199.00     0.000  -20.00    1.00  7.0122  0.0409  0.0647 -0.0457
    2116.00   4547.00     0.000   5120.00   1327.00     0.000  -20.00    4.00  6.0600  0.0325  0.0491 -0.0300
    2116.00   4675.00     0.000   5129.00   1449.00     0.000  -26.00   13.00  3.4974  0.2165  0.4868 -0.3037
    2116.00   4803.00     0.000   5131.00   1578.00     0.000  -25.00   15.00  5.6350  0.0713  0.1064 -0.0603
    2116.00   4931.00     0.000   5093.00   1728.00     0.000   -3.00  -23.00  1.1599369.3607233.3490********
    2116.00   5059.00     0.000   5121.00   1852.00     0.000   -7.00    5.00  4.2083  0.0107  0.1993  0.0158
    2116.00   5187.00     0.000   5140.00   1960.00     0.000  -27.00   24.00  3.8077  0.3108  0.6192 -0.4143
    2116.00   5315.00     0.000   5146.00   2099.00     0.000  -16.00   30.00  1.1613  4.4936  3.2728 -2.5834
    2116.00   5443.00     0.000   5140.00   2223.00     0.000  -20.00   24.00  5.7403  0.0606  0.0877 -0.0572
    2628.00   3267.00     0.000   5645.00     49.00     0.000  -18.00   17.00  1.4838  6.8887  1.3081  0.7629
